id,scientific_name,most_common_name,source,status,reason,short_description,facts_text,final_text,url_used
245,Chrosomus neogaeus,chrosomus neogaeus,fishbase,OK,,"Chrosomus neogaeus can be distinguished by having the following characters: 63-92 scales on lateral line; pharyngeal teeth 2,5-4,2; large head; large terminal mouth extending under eye; rounded snout; dark brown to gray cape on back and upper side; body well specked with black; dark olive to gold stripe along side, light olive between cape and stripe; silver white below; usually a black caudal spot; clear to yellow fins; and red along side in large males","max length: 11
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic, Great Lakes, Hudson Bay, and upper Mississippi, Missouri, and Peace-Mackenzie River drainages from New Brunswick to Yukon Territory and British Columbia in Canada
body: 2","Chrosomus neogaeus can be distinguished by having the following characters: 63-92 scales on lateral line; pharyngeal teeth 2,5-4,2; large head; large terminal mouth extending under eye; rounded snout; dark brown to gray cape on back and upper side; body well specked with black; dark olive to gold stripe along side, light olive between cape and stripe; silver white below; usually a black caudal spot; clear to yellow fins; and red along side in large males",https://fishbase.se/summary/Chrosomus-neogaeus
246,Esox niger,esox niger,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 17 - 21; Anal spines : 0; Anal soft rays : 11 - 13; Vertebrae : 49 - 54. Body rather slender, somewhat compressed, deepest near middle. Head large, naked, and depressed above, profile slightly concave over snout; snout long, broad, and rounded; mouth large, nearly horizontal; lower jaw projecting; maxillary extending to, or slightly beyond anterior margin of pupil. Lateral teeth on lower jaw and vomer enlarged. Cheek and opercle fully scaled. Gill rakers on lateral and media surfaces of arches. Pigmentation: Greenish above, sometimes very dark, venter pale; scales above with golden luster; laterally with light areas enclosed by dark chain-like markings; dark upper side interrupted by light vertical bars; suborbital bar almost vertical or with slight posterior slant; rays of dorsal, anal, pectorals, and pelvic fins with light interradial membranes, caudal fin base marbled with dark pigment, tips dusky; pupil of eye yellow. Body shape ( shape guide ): elongated; Cross section: compressed","max length: 99
environment: milieu / climate zone / depth range / distribution range
depth: ? - 22
body: elongated","Dorsal spines (total): 0; Dorsal soft rays (total): 17 - 21; Anal spines : 0; Anal soft rays : 11 - 13; Vertebrae : 49 - 54. Body rather slender, somewhat compressed, deepest near middle. Head large, naked, and depressed above, profile slightly concave over snout; snout long, broad, and rounded; mouth large, nearly horizontal; lower jaw projecting; maxillary extending to, or slightly beyond anterior margin of pupil. Lateral teeth on lower jaw and vomer enlarged. Cheek and opercle fully scaled. Gill rakers on lateral and media surfaces of arches. Pigmentation: Greenish above, sometimes very dark, venter pale; scales above with golden luster; laterally with light areas enclosed by dark chain-like markings; dark upper side interrupted by light vertical bars; suborbital bar almost vertical or with slight posterior slant; rays of dorsal, anal, pectorals, and pelvic fins with light interradial membranes, caudal fin base marbled with dark pigment, tips dusky; pupil of eye yellow. Body shape ( shape guide ): elongated; Cross section: compressed",https://fishbase.se/summary/Esox-niger
247,Labeobarbus altianalis,labeobarbus altianalis,fishbase,OK,,"Dorsal spines (total): 3; Dorsal soft rays (total): 9 - 11; Anal spines : 2 - 3; Anal soft rays : 5 - 6. The anterior barbel reaches the middle of the eye but in general, it is very short, not reaching the anterior side of the eye; the posterior barbel always reaches beyond the anterior eye, sometimes including the anterior side of the operculae; lips well-developed. Sometimes, an outgrowth is present on the snout . Body shape ( shape guide ): fusiform / normal","max length: 90
environment: milieu / climate zone / depth range / distribution range
depth: known from the Middle Akagera (
body: fusiform / normal","Dorsal spines (total): 3; Dorsal soft rays (total): 9 - 11; Anal spines : 2 - 3; Anal soft rays : 5 - 6. The anterior barbel reaches the middle of the eye but in general, it is very short, not reaching the anterior side of the eye; the posterior barbel always reaches beyond the anterior eye, sometimes including the anterior side of the operculae; lips well-developed. Sometimes, an outgrowth is present on the snout . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Labeobarbus-altianalis
248,Lepomis peltastes,lepomis peltastes,fishbase,OK,,Presence of red spot on upwardly slanted ear flap. Pectoral fin usually with 40 rays. Lateral line with 40 or fewer scales,"max length: 14
environment: milieu / climate zone / depth range / distribution range
depth: St",Presence of red spot on upwardly slanted ear flap. Pectoral fin usually with 40 rays. Lateral line with 40 or fewer scales,https://fishbase.se/summary/Lepomis-peltastes
249,Gnatholepis anjerensis,gnatholepis anjerensis,fishbase,OK,,"Dorsal spines (total): 6 - 7; Dorsal soft rays (total): 11; Anal spines : 1; Anal soft rays : 11. Distinguished by the following characteristics: ctenoid scales on head, predorsal midline and pectoral fin base, distinct flap present at end of lower lip; at least three dark spots along first spine of first and second dorsal fins, followed by at least three rows of dark spots or short streaks, pectoral fin with rows of fine dark and white speckles; second dorsal and anal fin rays nearly always I,11; pectoral rays 14-17, modally 16; lateral scales 25-29, modally 27; predorsal scales 7-13, usually 9-10, mostly ctenoid, may be cycloid anteriorly or toward midline; body compressed, width at anus 11.9-28.1% (mean 15.2%) of SL; body stocky in appearance, body depth at anus 19.6-26.6% of SL, body depth at first dorsal fin origin 14.3-27.7% of SL; head compressed, broader ventrally, slightly deeper than wide, HL 26.6-33.3% of SL; head depth at posterior preopercular margin 62.0-83.7% of HL; head width at posterior preopercular margin 53.7-82.2% of HL; head profile bluntly pointed; nape slightly convex behind eyes; mouth subterminal to nearly terminal, slightly oblique; jaws generally reaching to below anterior margin of eye; upper jaw length 32.0-41.5% of HL; upper lip smooth, narrower than lower, lower lip papillose close to teeth, with twist or fold posteriorly, forming triangular flap, lip interrupted at chin; eye moderate to relatively small in large specimens, dorsolateral, 22.7-30.5% of HL; preorbital width 18.2-27.8% of HL; snout bluntly pointed, 22.4-44.4% of HL; posterior naris round to almost triangular, close to anterior margin of eye; anterior naris in short tube, higher on posterior margin of eye, about level with middle of eye or somewhat ventral to it; interorbital narrow, 4.7-11.3% of HL; caudal peduncle compressed, length 12.9-18.6% (mean 16.1%) of SL; caudal peduncle depth 10.7-13.8% of SL . Body shape ( shape guide ): fusiform / normal; Cross section: oval","max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: Persian Gulf (
body: fusiform / normal","Dorsal spines (total): 6 - 7; Dorsal soft rays (total): 11; Anal spines : 1; Anal soft rays : 11. Distinguished by the following characteristics: ctenoid scales on head, predorsal midline and pectoral fin base, distinct flap present at end of lower lip; at least three dark spots along first spine of first and second dorsal fins, followed by at least three rows of dark spots or short streaks, pectoral fin with rows of fine dark and white speckles; second dorsal and anal fin rays nearly always I,11; pectoral rays 14-17, modally 16; lateral scales 25-29, modally 27; predorsal scales 7-13, usually 9-10, mostly ctenoid, may be cycloid anteriorly or toward midline; body compressed, width at anus 11.9-28.1% (mean 15.2%) of SL; body stocky in appearance, body depth at anus 19.6-26.6% of SL, body depth at first dorsal fin origin 14.3-27.7% of SL; head compressed, broader ventrally, slightly deeper than wide, HL 26.6-33.3% of SL; head depth at posterior preopercular margin 62.0-83.7% of HL; head width at posterior preopercular margin 53.7-82.2% of HL; head profile bluntly pointed; nape slightly convex behind eyes; mouth subterminal to nearly terminal, slightly oblique; jaws generally reaching to below anterior margin of eye; upper jaw length 32.0-41.5% of HL; upper lip smooth, narrower than lower, lower lip papillose close to teeth, with twist or fold posteriorly, forming triangular flap, lip interrupted at chin; eye moderate to relatively small in large specimens, dorsolateral, 22.7-30.5% of HL; preorbital width 18.2-27.8% of HL; snout bluntly pointed, 22.4-44.4% of HL; posterior naris round to almost triangular, close to anterior margin of eye; anterior naris in short tube, higher on posterior margin of eye, about level with middle of eye or somewhat ventral to it; interorbital narrow, 4.7-11.3% of HL; caudal peduncle compressed, length 12.9-18.6% (mean 16.1%) of SL; caudal peduncle depth 10.7-13.8% of SL . Body shape ( shape guide ): fusiform / normal; Cross section: oval",https://fishbase.se/summary/Gnatholepis-anjerensis
250,Synodus variegatus,synodus variegatus,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 10 - 14; Anal spines : 0; Anal soft rays : 8 - 10. Adults variable from grey to red . On some individuals, the hourglass- or saddle-shaped markings along its side may be obliterated by an almost solid dark red band . Large individuals are often thick-bodied, giving a hump-backed appearance . Body shape ( shape guide ): elongated; Cross section: circular","max length: 40
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea and East Africa to the Hawaiian, Line, Marquesan, and Ducie islands, north to the Ryukyu Islands, south to the Lord Howe, Kermadec and Rapa islands (
body: elongated","Dorsal spines (total): 0; Dorsal soft rays (total): 10 - 14; Anal spines : 0; Anal soft rays : 8 - 10. Adults variable from grey to red . On some individuals, the hourglass- or saddle-shaped markings along its side may be obliterated by an almost solid dark red band . Large individuals are often thick-bodied, giving a hump-backed appearance . Body shape ( shape guide ): elongated; Cross section: circular",https://fishbase.se/summary/Synodus-variegatus
251,Enteromius radiatus,enteromius radiatus,fishbase,OK,,Dorsal spines (total): 0; Dorsal soft rays (total): 11 - 12; Anal spines : 0; Anal soft rays : 8 - 9. Diagnosis: Pit lines on top of head and on cheeks are a distinctive feature . Body shape ( shape guide ): fusiform / normal,"max length: 12
environment: milieu / climate zone / depth range / distribution range
depth: Aswa River in Uganda southwards along the whole coast of East Africa up to the Limpopo, Inkomati and Umbelezi River systems in Transvaal, South Africa (
body: fusiform / normal",Dorsal spines (total): 0; Dorsal soft rays (total): 11 - 12; Anal spines : 0; Anal soft rays : 8 - 9. Diagnosis: Pit lines on top of head and on cheeks are a distinctive feature . Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Enteromius-radiatus
252,Ostracion meleagris,ostracion meleagris,fishbase,OK,,Dorsal spines (total): 0; Dorsal soft rays (total): 9; Anal spines : 0; Anal soft rays : 9. Juveniles and females brown or green with white spots; large males with orange bands and spots on side of body . Caudal fin rays 10 . Sexually dimorphic . Body shape ( shape guide ): short and / or deep,"max length: 25
environment: milieu / climate zone / depth range / distribution range
depth: East Africa to the Mexico, north to southern Japan and the Hawaiian Islands, south to New Caledonia and the Tuamoto Islands
body: short and / or deep",Dorsal spines (total): 0; Dorsal soft rays (total): 9; Anal spines : 0; Anal soft rays : 9. Juveniles and females brown or green with white spots; large males with orange bands and spots on side of body . Caudal fin rays 10 . Sexually dimorphic . Body shape ( shape guide ): short and / or deep,https://fishbase.se/summary/Ostracion-meleagris
253,Notropis procne,notropis procne,fishbase,OK,,,"max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic drainages from Delaware and Susquehanna rivers in New York, USA to Santee River in South Carolina, USA
body: 2","max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic drainages from Delaware and Susquehanna rivers in New York, USA to Santee River in South Carolina, USA
body: 2",https://fishbase.se/summary/Notropis-procne
254,Siphateles bicolor,siphateles bicolor,fishbase,OK,,"Dorsal soft rays (total): 8; Anal soft rays : 7 - 8. Siphateles bicolor can be distinguished by the following characters: lateral line with 41-64 scales; dorsal fin usually with 8 rays; anal fin with 7-8 rays; pharyngeal teeth 0,5-5,0; deep, compressed body; dorsal-fin origin over pelvic- fin origin; fairly deep caudal peduncle; small, rounded fins; small, terminal to slightly subterminal mouth; does not extend to eye; dusky olive to dark green above; brassy brown side, often mottled in adult; silver white to yellow below; clear to dusky olive fins; young with dusky stripe along side; large individuals may have yellow to copper fins with pink, red, or orange bases, red-orange lower side . Body shape ( shape guide ): fusiform / normal","max length: 45
environment: milieu / climate zone / depth range / distribution range
depth: Columbia River drainage in Washington, Oregon and Idaho, south in Klamath and upper Pit River (Sacramento River drainage) and interior drainages of Nevada and California to Mohave River in south California, USA
body: fusiform / normal","Dorsal soft rays (total): 8; Anal soft rays : 7 - 8. Siphateles bicolor can be distinguished by the following characters: lateral line with 41-64 scales; dorsal fin usually with 8 rays; anal fin with 7-8 rays; pharyngeal teeth 0,5-5,0; deep, compressed body; dorsal-fin origin over pelvic- fin origin; fairly deep caudal peduncle; small, rounded fins; small, terminal to slightly subterminal mouth; does not extend to eye; dusky olive to dark green above; brassy brown side, often mottled in adult; silver white to yellow below; clear to dusky olive fins; young with dusky stripe along side; large individuals may have yellow to copper fins with pink, red, or orange bases, red-orange lower side . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Siphateles-bicolor
255,Scarus psittacus,scarus psittacus,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9. This species is distinguished by the following characters: median predorsal scales 4; 2 scale rows on cheek, 1(5-7), 2(4-7); pectoral-fin rays 13-15 (usually 14); female usually 1 conical tooth on side of upper dental plate, terminal male with single tooth on side of lower dental plate, lips largely covering dental plates; caudal fin slightly emarginate in small female to deeply emarginate in large TP male. Colour of male green to pale brownish with salmon pink or bluish scale margins, a lavender-grey snout, bluish to lavender caudal fin and the nuptial male with a brilliant yellow body; female overall reddish brown to grey, usually pale snout . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 43
environment: milieu / climate zone / depth range / distribution range
depth: Red Sea south to Sodwana Bay, South Africa (
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9. This species is distinguished by the following characters: median predorsal scales 4; 2 scale rows on cheek, 1(5-7), 2(4-7); pectoral-fin rays 13-15 (usually 14); female usually 1 conical tooth on side of upper dental plate, terminal male with single tooth on side of lower dental plate, lips largely covering dental plates; caudal fin slightly emarginate in small female to deeply emarginate in large TP male. Colour of male green to pale brownish with salmon pink or bluish scale margins, a lavender-grey snout, bluish to lavender caudal fin and the nuptial male with a brilliant yellow body; female overall reddish brown to grey, usually pale snout . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Scarus-psittacus
256,Lepomis punctatus,lepomis punctatus,fishbase,OK,,,"max length: 20
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic and Gulf Slope drainages from Cape Fear River in North Carolina to Nueces River in Texas, north in Mississippi River basin to central Illinois in the USA","max length: 20
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic and Gulf Slope drainages from Cape Fear River in North Carolina to Nueces River in Texas, north in Mississippi River basin to central Illinois in the USA",https://fishbase.se/summary/Lepomis-punctatus
257,Hybopsis amblops,hybopsis amblops,fishbase,OK,,Body shape ( shape guide ): elongated,"max length: 10
environment: milieu / climate zone / depth range / distribution range
depth: Lake Erie drainage in New York, Pennsylvania, Ohio and Michigan, USA
body: elongated",Body shape ( shape guide ): elongated,https://fishbase.se/summary/Hybopsis-amblops
258,Alosa chrysochloris,alosa chrysochloris,fishbase,OK,,"Dorsal spines (total): 0; Anal spines : 0. Belly with a distinct keel of scutes. Lower jaw not rising steeply within mouth; teeth prominent at front of lower jaw. Lower gill rakers slender. Back bluish green, abruptly changing to silver on flank; no dark spot at shoulder. Closely resembles A. mediocris of Atlantic coasts, which has no upper and weak lower jaw teeth, a dark shoulder spot and the body deeper than head length . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 50
environment: milieu / climate zone / depth range / distribution range
depth: Gulf of Mexico (from Corpus Christi in Texas eastward to Pensacola in Florida
body: fusiform / normal","Dorsal spines (total): 0; Anal spines : 0. Belly with a distinct keel of scutes. Lower jaw not rising steeply within mouth; teeth prominent at front of lower jaw. Lower gill rakers slender. Back bluish green, abruptly changing to silver on flank; no dark spot at shoulder. Closely resembles A. mediocris of Atlantic coasts, which has no upper and weak lower jaw teeth, a dark shoulder spot and the body deeper than head length . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Alosa-chrysochloris
259,Pimephales promelas,pimephales promelas,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 8; Anal spines : 0; Anal soft rays : 7. The only species of genus introduced to Europe which differs from other cyprinid species in Europe by the following characters: prominent pad of spongy tissue on nape in males; dorsal fin origin about above pelvic fin origin; anal fin with 7½ branched rays; second simple dorsal ray spinous, about 50% length of the third one; lateral line incomplete, usually not reaching dorsal origin; weak midlateral stripe; 41-54 + 2 scales in midlateral row; and mouth terminal . Body shape ( shape guide ): fusiform / normal","max length: 10
environment: milieu / climate zone / depth range / distribution range
depth: Over much of North America from Quebec to Northwest Territories and British Columbia in Canada and south to Alabama, Texas in USA, and Mexico
body: fusiform / normal","Dorsal spines (total): 0; Dorsal soft rays (total): 8; Anal spines : 0; Anal soft rays : 7. The only species of genus introduced to Europe which differs from other cyprinid species in Europe by the following characters: prominent pad of spongy tissue on nape in males; dorsal fin origin about above pelvic fin origin; anal fin with 7½ branched rays; second simple dorsal ray spinous, about 50% length of the third one; lateral line incomplete, usually not reaching dorsal origin; weak midlateral stripe; 41-54 + 2 scales in midlateral row; and mouth terminal . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Pimephales-promelas
260,Scorpaenodes guamensis,scorpaenodes guamensis,fishbase,OK,,"Dorsal spines (total): 13 - 14; Dorsal soft rays (total): 7 - 9; Anal spines : 3; Anal soft rays : 5. Thie species is distinguished by the following set of characters: pectoral-fin rays 17-20 (mode 18), some rays branched in specimens over ca. 40 mm SL; dorsal-fin soft rays 7-9 (8); scale rows in longitudinal series 40-46 (43); underside of lower jaw scaleless; gill rakers 11-15 (13); with nasal spine; lateral lacrimal spine is usually present; suborbital spines 2, first spine below eye, second spine at end of suborbital ridge; no interorbital and coronal spines; opercle with a large dark blotch; no dark blotch on subopercle or spinous portion of dorsal fin . Body shape ( shape guide ): fusiform / normal; Cross section: compressed","max length: 14
environment: milieu / climate zone / depth range / distribution range
depth: from the east coast of Africa and the Red Sea east to the Society Islands
body: fusiform / normal","Dorsal spines (total): 13 - 14; Dorsal soft rays (total): 7 - 9; Anal spines : 3; Anal soft rays : 5. Thie species is distinguished by the following set of characters: pectoral-fin rays 17-20 (mode 18), some rays branched in specimens over ca. 40 mm SL; dorsal-fin soft rays 7-9 (8); scale rows in longitudinal series 40-46 (43); underside of lower jaw scaleless; gill rakers 11-15 (13); with nasal spine; lateral lacrimal spine is usually present; suborbital spines 2, first spine below eye, second spine at end of suborbital ridge; no interorbital and coronal spines; opercle with a large dark blotch; no dark blotch on subopercle or spinous portion of dorsal fin . Body shape ( shape guide ): fusiform / normal; Cross section: compressed",https://fishbase.se/summary/Scorpaenodes-guamensis
261,Notropis lutipinnis,notropis lutipinnis,fishbase,OK,,,"max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic and Gulf slopes from Santee River in North Carolina to Altamaha River, upper Chattahoochee River and upper Coosa River systems in Georgia, USA
body: 2","max length: 7
environment: milieu / climate zone / depth range / distribution range
depth: Atlantic and Gulf slopes from Santee River in North Carolina to Altamaha River, upper Chattahoochee River and upper Coosa River systems in Georgia, USA
body: 2",https://fishbase.se/summary/Notropis-lutipinnis
262,Notropis longirostris,notropis longirostris,fishbase,OK,,,"max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: upper Altamaha River drainage in Georgia, USA
body: 2","max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: upper Altamaha River drainage in Georgia, USA
body: 2",https://fishbase.se/summary/Notropis-longirostris
263,Cyprinella venusta,cyprinella venusta,fishbase,OK,,Body shape ( shape guide ): fusiform / normal,"max length: 19
environment: milieu / climate zone / depth range / distribution range
depth: Gulf drainages from Suwannee River in Georgia and Florida to Rio Grande in Texas, USA
body: fusiform / normal",Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Cyprinella-venusta
264,Oncorhynchus kisutch,oncorhynchus kisutch,fishbase,OK,,"Dorsal spines (total): 0; Dorsal soft rays (total): 9 - 13; Anal spines : 0; Anal soft rays : 12 - 17; Vertebrae : 61 - 69. Characterized by the presence of small black spots on the back and on the upper lobe of the caudal fin, and by the lack of dark pigment along the gum line of the lower jaw . The gill rakers are rough and widely spaced; the lateral line is nearly straight . The adipose fin is slender; the pelvic fins have an axillary extension . Fish in the sea are dark metallic blue or greenish on the back and upper sides, a brilliant silver color on middle and lower sides, and white below; small black spots are present on the back and upper sides and on the upper lobe of the caudal fin . During the spawning season fish turn dark to bright green on head and back, bright red on the sides, and often dark on the belly . Females are less brightly colored than males . Body shape ( shape guide ): fusiform / normal","max length: 108 cm TL male/unsexed
environment: milieu / climate zone / depth range / distribution range
depth: distributed from the Anadyr River in Russia south towards Hokkaido, Japan, and from Point Hope in Alaska southwards to Chamalu Bay in Baja California, Mexico
body: fusiform / normal","Dorsal spines (total): 0; Dorsal soft rays (total): 9 - 13; Anal spines : 0; Anal soft rays : 12 - 17; Vertebrae : 61 - 69. Characterized by the presence of small black spots on the back and on the upper lobe of the caudal fin, and by the lack of dark pigment along the gum line of the lower jaw . The gill rakers are rough and widely spaced; the lateral line is nearly straight . The adipose fin is slender; the pelvic fins have an axillary extension . Fish in the sea are dark metallic blue or greenish on the back and upper sides, a brilliant silver color on middle and lower sides, and white below; small black spots are present on the back and upper sides and on the upper lobe of the caudal fin . During the spawning season fish turn dark to bright green on head and back, bright red on the sides, and often dark on the belly . Females are less brightly colored than males . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Oncorhynchus-kisutch
265,Notropis rubricroceus,notropis rubricroceus,fishbase,OK,,,"max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: mountainous area drained by upper Tennessee River drainage in Virginia, North Carolina and Tennessee, USA
body: 2","max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: mountainous area drained by upper Tennessee River drainage in Virginia, North Carolina and Tennessee, USA
body: 2",https://fishbase.se/summary/Notropis-rubricroceus
266,Labeo parvus,labeo parvus,fishbase,OK,,Dorsal soft rays (total): 12 - 13; Anal soft rays : 8; Vertebrae : 29 - 31. Diagnosis: distal margin of dorsal fin concave; body depth 1.9-3.0x SL; depth of caudal peduncle 0.8-1.2x its length; 24-42 (50-150mm) and 41-44 (150-250mm) gill rakers; scale formula 4.5-5.5/33-38/6.5; 3-4 scales between lateral line and pelvic-fin base; 12-16 scales around caudal peduncle; 9-10 dorsal fin branched rays . Body shape ( shape guide ): fusiform / normal,"max length: 38
environment: milieu / climate zone / depth range / distribution range
depth: widespread, from West Africa, including coastal basins, Lake Chad and the Niger river basin (
body: fusiform / normal",Dorsal soft rays (total): 12 - 13; Anal soft rays : 8; Vertebrae : 29 - 31. Diagnosis: distal margin of dorsal fin concave; body depth 1.9-3.0x SL; depth of caudal peduncle 0.8-1.2x its length; 24-42 (50-150mm) and 41-44 (150-250mm) gill rakers; scale formula 4.5-5.5/33-38/6.5; 3-4 scales between lateral line and pelvic-fin base; 12-16 scales around caudal peduncle; 9-10 dorsal fin branched rays . Body shape ( shape guide ): fusiform / normal,https://fishbase.se/summary/Labeo-parvus
267,Enteromius pobeguini,enteromius pobeguini,fishbase,OK,,"Dorsal soft rays (total): 10; Anal soft rays : 8. Diagnosis: last simple dorsal-fin ray smooth on hind margin; scale formula 4.5-5.5/26-32/4.5; 2.5 scales between lateral line and pelvic-fin base; 12 scales around caudal peduncle; lateral-line scales equal in size to the normal scales; 7 branched dorsal fin rays; one pair of short barbels, no anterior barbel, posterior barbel not reaching to anterior margin of eye; lateral line complete and slightly depressed below dorsal fin; maximum reported size 54 mm SL; black mid-lateral band terminating in small black spot at end of caudal peduncle; dorsal fin usually marked with black band . Body shape ( shape guide ): fusiform / normal; Cross section: circular","max length: 5
environment: milieu / climate zone / depth range / distribution range
depth: Sudanian basins of Niger, Senegal, Gambia and Volta
body: fusiform / normal","Dorsal soft rays (total): 10; Anal soft rays : 8. Diagnosis: last simple dorsal-fin ray smooth on hind margin; scale formula 4.5-5.5/26-32/4.5; 2.5 scales between lateral line and pelvic-fin base; 12 scales around caudal peduncle; lateral-line scales equal in size to the normal scales; 7 branched dorsal fin rays; one pair of short barbels, no anterior barbel, posterior barbel not reaching to anterior margin of eye; lateral line complete and slightly depressed below dorsal fin; maximum reported size 54 mm SL; black mid-lateral band terminating in small black spot at end of caudal peduncle; dorsal fin usually marked with black band . Body shape ( shape guide ): fusiform / normal; Cross section: circular",https://fishbase.se/summary/Enteromius-pobeguini
268,Opsopoeodus emiliae,opsopoeodus emiliae,fishbase,OK,,,"max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: Edisto River drainage in South Carolina to southern Florida and across Gulf Slope to Nueces River drainage in Texas, USA
body: 2","max length: 6
environment: milieu / climate zone / depth range / distribution range
depth: Edisto River drainage in South Carolina to southern Florida and across Gulf Slope to Nueces River drainage in Texas, USA
body: 2",https://fishbase.se/summary/Opsopoeodus-emiliae
269,Neogobius melanostomus,neogobius melanostomus,fishbase,OK,,"Dorsal spines (total): 7 - 8; Dorsal soft rays (total): 12 - 17; Anal spines : 1; Anal soft rays : 9 - 14; Vertebrae : 31 - 34. This species is distinguished from its congeners entering freshwater in Europe by the following characters: first branched ray of second dorsal about as long as penultimate ray; no scales on midline of nape, in front of preoperculum; pelvic-disc fraenum with small rounded lobes and the length is less than 1/6 of width at base; scales in midlateral series 45-54 + 2-3; a large black spot on the posterior part of first dorsal . Body shape ( shape guide ): fusiform / normal","max length: 35
environment: milieu / climate zone / depth range / distribution range
depth: Sea of Azov, Black Sea and Caspian basins
body: fusiform / normal","Dorsal spines (total): 7 - 8; Dorsal soft rays (total): 12 - 17; Anal spines : 1; Anal soft rays : 9 - 14; Vertebrae : 31 - 34. This species is distinguished from its congeners entering freshwater in Europe by the following characters: first branched ray of second dorsal about as long as penultimate ray; no scales on midline of nape, in front of preoperculum; pelvic-disc fraenum with small rounded lobes and the length is less than 1/6 of width at base; scales in midlateral series 45-54 + 2-3; a large black spot on the posterior part of first dorsal . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Neogobius-melanostomus
270,Enneacanthus gloriosus,enneacanthus gloriosus,fishbase,OK,,,"max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: 7","max length: 9
environment: milieu / climate zone / depth range / distribution range
depth: 7",https://fishbase.se/summary/Enneacanthus-gloriosus
271,Mystus pulcher,mystus pulcher,fishbase,OK,,,"max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: Myanmar (
body: 3","max length: 8
environment: milieu / climate zone / depth range / distribution range
depth: Myanmar (
body: 3",https://fishbase.se/summary/Mystus-pulcher
272,Cottus perplexus,cottus perplexus,fishbase,OK,,,"max length: 10
environment: milieu / climate zone / depth range / distribution range
depth: Pacific Slope drainages from Snohomish River and Puget Sound in Washington to Rogue River system in Oregon and California, USA
body: 3","max length: 10
environment: milieu / climate zone / depth range / distribution range
depth: Pacific Slope drainages from Snohomish River and Puget Sound in Washington to Rogue River system in Oregon and California, USA
body: 3",https://fishbase.se/summary/Cottus-perplexus
273,Scarus rivulatus,scarus rivulatus,fishbase,OK,,"Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9. This species is distinguished by the following features: 5-7 (usually 6) median predorsal scales; 3 scale rows on cheek 1(5-7), 2(5-7), 3(1-4); pectoral-fin rays 13-15 (usually 14); conical teeth on side of dental plate, none in female and usually 2 on upper and 0-1 on lower of dental plates for terminal male; lips nearly covering dental plates; caudal fin slightly rounded to truncate in female and emarginate in terminal male. Colour of patch covering cheek and gill cover of male orange, wavy band/lines on snout and cheek, pectoral fins pale green; female grey or grey-brown with 2 pale stripes on belly . Body shape ( shape guide ): fusiform / normal","max length: 40
environment: milieu / climate zone / depth range / distribution range
depth: Thailand to New Caledonia, north to the Ryukyu Islands, south to Perth and New South Wales in Australia
body: fusiform / normal","Dorsal spines (total): 9; Dorsal soft rays (total): 10; Anal spines : 3; Anal soft rays : 9. This species is distinguished by the following features: 5-7 (usually 6) median predorsal scales; 3 scale rows on cheek 1(5-7), 2(5-7), 3(1-4); pectoral-fin rays 13-15 (usually 14); conical teeth on side of dental plate, none in female and usually 2 on upper and 0-1 on lower of dental plates for terminal male; lips nearly covering dental plates; caudal fin slightly rounded to truncate in female and emarginate in terminal male. Colour of patch covering cheek and gill cover of male orange, wavy band/lines on snout and cheek, pectoral fins pale green; female grey or grey-brown with 2 pale stripes on belly . Body shape ( shape guide ): fusiform / normal",https://fishbase.se/summary/Scarus-rivulatus
